ip,端口,延迟,速度
104.21.52.245,443,0,0.00
104.21.53.6,443,0,0.00
104.21.52.251,443,0,0.00
104.21.52.242,443,0,0.00
104.21.52.252,443,0,0.00
104.21.52.250,443,0,0.00
104.21.52.246,443,0,0.00
104.21.52.240,443,0,0.00
104.21.53.14,443,0,0.00
104.21.52.253,443,0,0.00
104.21.42.5,443,0,0.00
104.21.41.254,443,0,0.00
104.21.40.148,443,0,0.00
104.21.39.147,443,0,0.00
104.21.38.62,443,0,0.00
104.21.38.59,443,0,0.00
104.21.38.61,443,0,0.00
104.21.38.50,443,0,0.00
104.21.38.48,443,0,0.00
104.21.38.58,443,0,0.00
104.21.38.55,443,0,0.00
104.21.38.46,443,0,0.00
104.21.38.53,443,0,0.00
104.21.38.44,443,0,0.00
104.21.38.47,443,0,0.00
104.21.38.63,443,0,0.00
104.21.38.54,443,0,0.00
104.21.38.52,443,0,0.00
104.21.55.64,443,0,0.00
104.21.38.43,443,0,0.00
104.21.38.42,443,0,0.00
104.21.55.42,443,0,0.00
104.21.38.45,443,0,0.00
104.21.38.93,443,0,0.00
104.21.55.44,443,0,0.00
104.21.55.43,443,0,0.00
104.21.55.67,443,0,0.00
104.21.38.49,443,0,0.00
104.21.55.14,443,0,0.00
104.21.55.40,443,0,0.00
104.21.40.167,443,0,0.00
104.21.37.186,443,0,0.00
104.21.37.177,443,0,0.00
104.21.36.14,443,0,0.00
104.21.35.151,443,0,0.00
104.21.35.127,443,0,0.00
104.21.24.118,443,0,0.00
104.21.24.176,443,0,0.00
104.21.24.174,443,0,0.00
104.21.24.171,443,0,0.00
104.21.24.175,443,0,0.00
104.21.24.169,443,0,0.00
104.21.24.168,443,0,0.00
104.21.23.243,443,0,0.00
104.21.24.101,443,0,0.00
104.21.24.103,443,0,0.00
104.21.24.97,443,0,0.00
104.21.21.2,443,0,0.00
104.21.19.63,443,0,0.00
104.21.18.83,443,0,0.00
104.21.17.244,443,0,0.00
104.21.18.85,443,0,0.00
104.21.31.51,443,0,0.00
104.21.31.54,443,0,0.00
104.21.31.49,443,0,0.00
104.21.32.68,443,0,0.00
104.20.255.115,443,0,0.00
104.20.255.83,443,0,0.00
104.20.255.141,443,0,0.00
104.20.255.113,443,0,0.00
104.20.255.107,443,0,0.00
104.20.255.108,443,0,0.00
104.20.254.119,443,0,0.00
104.20.255.53,443,0,0.00
104.20.254.200,443,0,0.00
104.20.254.202,443,0,0.00
104.20.254.197,443,0,0.00
104.20.254.121,443,0,0.00
104.20.254.117,443,0,0.00
104.20.254.120,443,0,0.00
104.20.254.123,443,0,0.00
104.20.254.224,443,0,0.00
104.20.254.116,443,0,0.00
104.20.254.65,443,0,0.00
104.20.254.122,443,0,0.00
104.20.254.59,443,0,0.00
104.20.253.204,443,0,0.00
104.20.253.208,443,0,0.00
104.20.254.78,443,0,0.00
104.20.253.201,443,0,0.00
104.20.253.202,443,0,0.00
104.20.253.205,443,0,0.00
104.20.253.210,443,0,0.00
104.20.253.203,443,0,0.00
104.20.253.206,443,0,0.00
104.20.253.207,443,0,0.00
104.20.253.212,443,0,0.00
104.20.253.213,443,0,0.00
104.20.253.209,443,0,0.00
104.20.253.138,443,0,0.00
104.20.253.127,443,0,0.00
104.20.253.146,443,0,0.00
104.20.253.135,443,0,0.00
104.20.253.131,443,0,0.00
104.20.253.136,443,0,0.00
104.20.253.143,443,0,0.00
104.20.253.129,443,0,0.00
104.20.253.134,443,0,0.00
104.20.253.145,443,0,0.00
104.20.253.130,443,0,0.00
104.20.252.202,443,0,0.00
104.20.253.216,443,0,0.00
104.20.253.215,443,0,0.00
104.20.253.168,443,0,0.00
104.20.253.166,443,0,0.00
104.20.253.119,443,0,0.00
104.20.252.196,443,0,0.00
104.20.252.195,443,0,0.00
104.20.253.150,443,0,0.00
104.20.253.139,443,0,0.00
104.20.253.142,443,0,0.00
104.20.253.147,443,0,0.00
104.20.253.141,443,0,0.00
104.20.253.148,443,0,0.00
104.20.252.198,443,0,0.00
104.20.252.197,443,0,0.00
104.20.252.200,443,0,0.00
104.20.253.158,443,0,0.00
104.20.252.199,443,0,0.00
104.20.253.164,443,0,0.00
104.20.253.165,443,0,0.00
104.20.253.162,443,0,0.00
104.20.252.100,443,0,0.00
104.20.252.99,443,0,0.00
104.20.252.96,443,0,0.00
104.20.252.98,443,0,0.00
104.21.14.190,443,0,0.00
104.21.12.247,443,0,0.00
104.21.12.248,443,0,0.00
104.21.12.250,443,0,0.00
104.21.12.249,443,0,0.00
104.21.12.246,443,0,0.00
104.21.12.176,443,0,0.00
104.21.7.181,443,0,0.00
104.21.7.176,443,0,0.00
104.21.7.109,443,0,0.00
104.21.7.106,443,0,0.00
104.20.253.219,443,0,0.00
104.20.253.132,443,0,0.00
104.20.253.137,443,0,0.00
104.20.253.140,443,0,0.00
104.20.253.144,443,0,0.00
104.20.253.149,443,0,0.00
104.20.235.26,443,0,0.00
104.20.248.21,443,0,0.00
104.20.248.19,443,0,0.00
104.20.248.16,443,0,0.00
104.20.252.11,443,0,0.00
104.20.252.9,443,0,0.00
104.20.251.250,443,0,0.00
104.20.252.8,443,0,0.00
104.20.251.238,443,0,0.00
104.20.251.243,443,0,0.00
104.20.252.13,443,0,0.00
104.20.251.254,443,0,0.00
104.20.244.198,443,0,0.00
104.20.244.188,443,0,0.00
104.20.244.190,443,0,0.00
104.20.242.223,443,0,0.00
104.20.240.207,443,0,0.00
104.20.240.206,443,0,0.00
104.20.232.202,443,0,0.00
104.20.232.94,443,0,0.00
104.20.232.90,443,0,0.00
104.20.232.89,443,0,0.00
104.20.228.158,443,0,0.00
104.20.246.79,443,0,0.00
104.20.246.70,443,0,0.00
104.20.246.77,443,0,0.00
104.20.246.74,443,0,0.00
104.20.246.84,443,0,0.00
104.20.246.80,443,0,0.00
104.20.246.87,443,0,0.00
104.20.245.205,443,0,0.00
104.20.242.231,443,0,0.00
104.20.242.228,443,0,0.00
104.20.242.225,443,0,0.00
104.20.225.160,443,0,0.00
104.20.213.37,443,0,0.00
104.20.213.38,443,0,0.00
104.20.211.191,443,0,0.00
104.20.211.189,443,0,0.00
104.20.211.61,443,0,0.00
104.20.211.60,443,0,0.00
104.20.209.6,443,0,0.00
104.20.222.172,443,0,0.00
104.20.218.187,443,0,0.00
104.20.218.184,443,0,0.00
104.20.218.189,443,0,0.00
104.20.218.190,443,0,0.00
104.20.218.191,443,0,0.00
104.20.195.224,443,0,0.00
104.20.191.247,443,0,0.00
104.20.191.238,443,0,0.00
104.20.191.237,443,0,0.00
104.20.191.235,443,0,0.00
104.20.191.239,443,0,0.00
104.20.188.81,443,0,0.00
104.20.191.236,443,0,0.00
104.20.191.234,443,0,0.00
104.20.191.12,443,0,0.00
104.20.189.195,443,0,0.00
104.20.189.193,443,0,0.00
104.20.189.191,443,0,0.00
104.20.189.198,443,0,0.00
104.20.189.194,443,0,0.00
104.20.189.110,443,0,0.00
104.20.196.243,443,0,0.00
104.20.204.71,443,0,0.00
104.20.179.82,443,0,0.00
104.20.160.125,443,0,0.00
104.20.168.88,443,0,0.00
104.20.168.87,443,0,0.00
104.20.167.148,443,0,0.00
104.20.168.86,443,0,0.00
104.20.161.228,443,0,0.00
104.20.161.230,443,0,0.00
104.20.161.240,443,0,0.00
104.20.161.241,443,0,0.00
104.20.161.237,443,0,0.00
104.20.161.239,443,0,0.00
104.20.161.229,443,0,0.00
104.20.150.131,443,0,0.00
104.20.136.129,443,0,0.00
104.20.136.127,443,0,0.00
104.20.118.11,443,0,0.00
104.20.117.96,443,0,0.00
104.20.128.166,443,0,0.00
104.20.89.15,443,0,0.00
104.20.89.26,443,0,0.00
104.20.89.39,443,0,0.00
104.20.89.24,443,0,0.00
104.20.89.21,443,0,0.00
104.20.89.29,443,0,0.00
104.20.89.22,443,0,0.00
104.20.89.38,443,0,0.00
104.20.89.34,443,0,0.00
104.20.75.194,443,0,0.00
104.20.75.196,443,0,0.00
104.20.75.204,443,0,0.00
104.20.75.200,443,0,0.00
104.20.54.147,443,0,0.00
104.20.54.133,443,0,0.00
104.20.54.142,443,0,0.00
104.20.54.137,443,0,0.00
104.20.54.139,443,0,0.00
104.20.54.208,443,0,0.00
104.20.54.213,443,0,0.00
104.20.54.205,443,0,0.00
104.20.54.207,443,0,0.00
104.20.54.210,443,0,0.00
104.20.63.24,443,0,0.00
104.20.63.27,443,0,0.00
104.20.63.26,443,0,0.00
104.20.54.138,443,0,0.00
104.20.54.128,443,0,0.00
104.20.54.140,443,0,0.00
104.20.54.141,443,0,0.00
104.20.53.68,443,0,0.00
104.20.53.64,443,0,0.00
104.20.53.144,443,0,0.00
104.20.52.142,443,0,0.00
104.20.52.141,443,0,0.00
104.20.42.44,443,0,0.00
104.20.36.49,443,0,0.00
104.20.33.108,443,0,0.00
104.20.33.105,443,0,0.00
104.20.35.131,443,0,0.00
104.20.31.180,443,0,0.00
104.20.31.179,443,0,0.00
104.20.31.143,443,0,0.00
104.20.31.177,443,0,0.00
104.20.20.124,443,0,0.00
104.20.11.109,443,0,0.00
104.20.11.99,443,0,0.00
104.20.11.113,443,0,0.00
104.20.12.216,443,0,0.00
104.20.12.177,443,0,0.00
104.20.11.119,443,0,0.00
104.20.11.118,443,0,0.00
104.20.11.116,443,0,0.00
104.20.13.52,443,0,0.00
104.20.12.181,443,0,0.00
104.20.12.195,443,0,0.00
104.20.12.206,443,0,0.00
104.20.12.198,443,0,0.00
104.20.12.145,443,0,0.00
104.20.12.200,443,0,0.00
104.20.12.212,443,0,0.00
104.20.12.204,443,0,0.00
104.20.12.207,443,0,0.00
104.20.12.152,443,0,0.00
104.20.12.215,443,0,0.00
104.20.12.144,443,0,0.00
104.20.12.199,443,0,0.00
104.20.12.191,443,0,0.00
104.20.12.201,443,0,0.00
104.20.12.194,443,0,0.00
104.20.12.193,443,0,0.00
104.20.12.182,443,0,0.00
104.20.12.208,443,0,0.00
104.20.12.143,443,0,0.00
104.20.12.196,443,0,0.00
104.20.12.148,443,0,0.00
104.20.12.209,443,0,0.00
104.20.12.210,443,0,0.00
104.20.12.205,443,0,0.00
104.20.12.202,443,0,0.00
104.20.12.188,443,0,0.00
104.20.12.203,443,0,0.00
104.20.12.211,443,0,0.00
104.20.12.197,443,0,0.00
104.20.8.245,443,0,0.00
104.20.9.131,443,0,0.00
104.20.8.249,443,0,0.00
104.20.9.129,443,0,0.00
104.20.9.126,443,0,0.00
104.20.8.246,443,0,0.00
104.20.9.132,443,0,0.00
104.20.8.132,443,0,0.00
104.20.8.237,443,0,0.00
104.20.8.141,443,0,0.00
104.20.8.231,443,0,0.00
104.20.8.139,443,0,0.00
104.20.8.137,443,0,0.00
104.20.8.133,443,0,0.00
104.20.8.136,443,0,0.00
104.20.8.140,443,0,0.00
104.20.8.142,443,0,0.00
104.19.247.123,443,0,0.00
104.19.247.127,443,0,0.00
104.19.247.129,443,0,0.00
104.19.244.109,443,0,0.00
104.19.244.93,443,0,0.00
104.19.244.85,443,0,0.00
104.19.244.90,443,0,0.00
104.19.244.97,443,0,0.00
104.19.244.78,443,0,0.00
104.19.244.58,443,0,0.00
104.19.244.99,443,0,0.00
104.19.244.95,443,0,0.00
104.19.244.96,443,0,0.00
104.19.244.98,443,0,0.00
104.19.244.227,443,0,0.00
104.19.243.118,443,0,0.00
104.19.229.229,443,0,0.00
104.19.229.227,443,0,0.00
104.19.229.230,443,0,0.00
104.19.229.231,443,0,0.00
104.19.230.6,443,0,0.00
104.19.229.226,443,0,0.00
104.19.229.223,443,0,0.00
104.19.230.7,443,0,0.00
104.19.229.224,443,0,0.00
104.19.240.156,443,0,0.00
104.19.230.88,443,0,0.00
104.19.229.243,443,0,0.00
104.19.229.241,443,0,0.00
104.19.229.245,443,0,0.00
104.19.229.244,443,0,0.00
104.19.222.225,443,0,0.00
104.19.222.223,443,0,0.00
104.19.229.97,443,0,0.00
104.19.229.85,443,0,0.00
104.19.229.66,443,0,0.00
104.19.227.37,443,0,0.00
104.19.227.95,443,0,0.00
104.19.227.42,443,0,0.00
104.19.227.34,443,0,0.00
104.19.227.30,443,0,0.00
104.19.227.40,443,0,0.00
104.19.218.116,443,0,0.00
104.19.218.109,443,0,0.00
104.19.218.115,443,0,0.00
104.19.218.108,443,0,0.00
104.19.218.113,443,0,0.00
104.19.218.100,443,0,0.00
104.19.218.103,443,0,0.00
104.19.214.146,443,0,0.00
104.19.214.142,443,0,0.00
104.19.210.149,443,0,0.00
104.19.189.209,443,0,0.00
104.19.187.186,443,0,0.00
104.19.187.187,443,0,0.00
104.19.187.182,443,0,0.00
104.19.187.183,443,0,0.00
104.19.187.185,443,0,0.00
104.19.183.177,443,0,0.00
104.19.183.170,443,0,0.00
104.19.183.178,443,0,0.00
104.19.183.179,443,0,0.00
104.19.176.161,443,0,0.00
104.19.176.158,443,0,0.00
104.19.176.163,443,0,0.00
104.19.176.162,443,0,0.00
104.19.176.157,443,0,0.00
104.19.176.160,443,0,0.00
104.19.176.159,443,0,0.00
104.19.166.228,443,0,0.00
104.19.167.101,443,0,0.00
104.19.167.31,443,0,0.00
104.19.165.238,443,0,0.00
104.19.165.237,443,0,0.00
104.19.165.233,443,0,0.00
104.19.141.68,443,0,0.00
104.19.175.217,443,0,0.00
104.19.159.34,443,0,0.00
104.19.158.220,443,0,0.00
104.19.158.224,443,0,0.00
104.19.158.205,443,0,0.00
104.19.158.215,443,0,0.00
104.19.158.198,443,0,0.00
104.19.159.31,443,0,0.00
104.19.158.218,443,0,0.00
104.19.159.33,443,0,0.00
104.19.159.37,443,0,0.00
104.19.158.222,443,0,0.00
104.19.151.64,443,0,0.00
104.19.143.223,443,0,0.00
104.19.143.203,443,0,0.00
104.19.141.41,443,0,0.00
104.19.156.231,443,0,0.00
104.19.151.128,443,0,0.00
104.19.151.127,443,0,0.00
104.19.151.66,443,0,0.00
104.19.135.46,443,0,0.00
104.19.135.71,443,0,0.00
104.19.135.74,443,0,0.00
104.19.128.43,443,0,0.00
104.19.128.26,443,0,0.00
104.19.111.4,443,0,0.00
104.19.110.146,443,0,0.00
104.19.127.44,443,0,0.00
104.19.127.45,443,0,0.00
104.19.126.155,443,0,0.00
104.19.126.152,443,0,0.00
104.19.108.85,443,0,0.00
104.19.108.81,443,0,0.00
104.19.108.82,443,0,0.00
104.19.108.83,443,0,0.00
104.19.108.42,443,0,0.00
104.19.108.3,443,0,0.00
104.19.107.254,443,0,0.00
104.19.108.17,443,0,0.00
104.19.108.1,443,0,0.00
104.19.108.12,443,0,0.00
104.19.107.253,443,0,0.00
104.19.107.248,443,0,0.00
104.19.107.251,443,0,0.00
104.19.108.6,443,0,0.00
104.19.108.14,443,0,0.00
104.19.107.249,443,0,0.00
104.19.108.13,443,0,0.00
104.19.108.16,443,0,0.00
104.19.108.15,443,0,0.00
104.19.108.11,443,0,0.00
104.19.108.43,443,0,0.00
104.19.108.4,443,0,0.00
104.19.108.5,443,0,0.00
104.19.108.8,443,0,0.00
104.19.108.41,443,0,0.00
104.19.108.2,443,0,0.00
104.19.107.246,443,0,0.00
104.19.104.78,443,0,0.00
104.19.100.123,443,0,0.00
104.19.100.28,443,0,0.00
104.19.93.194,443,0,0.00
104.19.85.236,443,0,0.00
104.19.85.28,443,0,0.00
104.19.85.30,443,0,0.00
104.19.85.22,443,0,0.00
104.19.84.235,443,0,0.00
104.19.85.24,443,0,0.00
104.19.85.25,443,0,0.00
104.19.85.26,443,0,0.00
104.19.84.232,443,0,0.00
104.19.84.234,443,0,0.00
104.19.84.241,443,0,0.00
104.19.84.236,443,0,0.00
104.19.85.21,443,0,0.00
104.19.84.207,443,0,0.00
104.19.84.214,443,0,0.00
104.19.76.178,443,0,0.00
104.19.76.160,443,0,0.00
104.19.62.170,443,0,0.00
104.19.62.187,443,0,0.00
104.19.62.27,443,0,0.00
104.19.62.79,443,0,0.00
104.19.62.59,443,0,0.00
104.19.62.138,443,0,0.00
104.19.62.73,443,0,0.00
104.19.62.134,443,0,0.00
104.19.62.81,443,0,0.00
104.19.62.63,443,0,0.00
104.19.62.84,443,0,0.00
104.19.62.195,443,0,0.00
104.19.62.159,443,0,0.00
104.19.62.163,443,0,0.00
104.19.62.189,443,0,0.00
104.19.62.161,443,0,0.00
104.19.62.193,443,0,0.00
104.19.62.196,443,0,0.00
104.19.62.191,443,0,0.00
104.19.62.194,443,0,0.00
104.19.62.185,443,0,0.00
104.19.62.192,443,0,0.00
104.19.62.190,443,0,0.00
104.19.62.160,443,0,0.00
104.19.62.141,443,0,0.00
104.19.62.146,443,0,0.00
104.19.62.133,443,0,0.00
104.19.62.143,443,0,0.00
104.19.62.25,443,0,0.00
104.19.62.26,443,0,0.00
104.19.62.24,443,0,0.00
104.19.62.23,443,0,0.00
104.19.62.80,443,0,0.00
104.19.62.66,443,0,0.00
104.19.62.69,443,0,0.00
104.19.62.82,443,0,0.00
104.19.62.72,443,0,0.00
104.19.62.74,443,0,0.00
104.19.62.83,443,0,0.00
104.19.62.76,443,0,0.00
104.19.62.64,443,0,0.00
104.19.62.65,443,0,0.00
104.19.62.22,443,0,0.00
104.19.62.30,443,0,0.00
104.19.62.35,443,0,0.00
104.19.58.238,443,0,0.00
104.19.58.221,443,0,0.00
104.19.58.217,443,0,0.00
104.19.58.204,443,0,0.00
104.19.58.214,443,0,0.00
104.19.58.219,443,0,0.00
104.19.58.239,443,0,0.00
104.19.58.212,443,0,0.00
104.19.58.223,443,0,0.00
104.19.58.205,443,0,0.00
104.19.58.38,443,0,0.00
104.19.57.207,443,0,0.00
104.19.57.177,443,0,0.00
104.19.57.179,443,0,0.00
104.19.57.210,443,0,0.00
104.19.57.211,443,0,0.00
104.19.57.176,443,0,0.00
104.19.38.105,443,0,0.00
104.19.38.106,443,0,0.00
104.19.38.29,443,0,0.00
104.19.38.18,443,0,0.00
104.19.38.102,443,0,0.00
104.19.48.216,443,0,0.00
104.19.48.215,443,0,0.00
104.19.48.213,443,0,0.00
104.19.38.17,443,0,0.00
104.19.48.212,443,0,0.00
104.19.49.12,443,0,0.00
104.19.48.217,443,0,0.00
104.19.49.10,443,0,0.00
104.19.49.7,443,0,0.00
104.19.49.13,443,0,0.00
104.19.49.11,443,0,0.00
104.19.48.214,443,0,0.00
104.19.40.157,443,0,0.00
104.19.28.138,443,0,0.00
104.19.18.136,443,0,0.00
104.19.18.143,443,0,0.00
104.19.18.113,443,0,0.00
104.19.18.54,443,0,0.00
104.19.16.76,443,0,0.00
104.19.18.44,443,0,0.00
104.19.18.49,443,0,0.00
104.19.18.22,443,0,0.00
104.19.18.33,443,0,0.00
104.19.18.19,443,0,0.00
104.19.18.52,443,0,0.00
104.19.18.40,443,0,0.00
104.19.18.35,443,0,0.00
104.19.16.73,443,0,0.00
104.19.16.86,443,0,0.00
104.19.16.71,443,0,0.00
104.19.16.104,443,0,0.00
104.19.16.83,443,0,0.00
104.19.16.206,443,0,0.00
104.19.16.102,443,0,0.00
104.19.16.88,443,0,0.00
104.19.16.93,443,0,0.00
104.19.16.84,443,0,0.00
104.19.16.8,443,0,0.00
104.19.15.233,443,0,0.00
104.19.15.229,443,0,0.00
104.19.15.226,443,0,0.00
104.19.15.230,443,0,0.00
104.19.15.227,443,0,0.00
104.19.16.72,443,0,0.00
104.19.22.76,443,0,0.00
104.19.22.103,443,0,0.00
104.19.22.86,443,0,0.00
104.19.22.141,443,0,0.00
104.19.22.79,443,0,0.00
104.19.22.74,443,0,0.00
104.18.234.70,443,0,0.00
104.18.234.150,443,0,0.00
104.18.234.147,443,0,0.00
104.18.234.149,443,0,0.00
104.18.234.167,443,0,0.00
104.18.234.157,443,0,0.00
104.18.234.170,443,0,0.00
104.18.234.153,443,0,0.00
104.18.231.24,443,0,0.00
104.18.228.91,443,0,0.00
104.18.245.160,443,0,0.00
104.18.237.52,443,0,0.00
104.18.237.47,443,0,0.00
104.18.237.49,443,0,0.00
104.18.234.154,443,0,0.00
104.18.234.155,443,0,0.00
104.18.234.152,443,0,0.00
104.18.234.159,443,0,0.00
104.18.205.206,443,0,0.00
104.18.205.212,443,0,0.00
104.18.205.204,443,0,0.00
104.18.205.235,443,0,0.00
104.18.205.254,443,0,0.00
104.18.205.249,443,0,0.00
104.18.205.205,443,0,0.00
104.18.205.210,443,0,0.00
104.18.205.225,443,0,0.00
104.18.205.215,443,0,0.00
104.18.205.218,443,0,0.00
104.18.205.221,443,0,0.00
104.18.205.213,443,0,0.00
104.18.205.228,443,0,0.00
104.18.206.18,443,0,0.00
104.18.205.232,443,0,0.00
104.18.205.217,443,0,0.00
104.18.205.214,443,0,0.00
104.18.205.216,443,0,0.00
104.18.205.224,443,0,0.00
104.18.205.222,443,0,0.00
104.18.205.211,443,0,0.00
104.18.205.219,443,0,0.00
104.18.205.207,443,0,0.00
104.18.205.227,443,0,0.00
104.18.197.2,443,0,0.00
104.18.197.23,443,0,0.00
104.18.197.18,443,0,0.00
104.18.197.17,443,0,0.00
104.18.197.15,443,0,0.00
104.18.196.252,443,0,0.00
104.18.197.5,443,0,0.00
104.18.197.7,443,0,0.00
104.18.197.1,443,0,0.00
104.18.197.4,443,0,0.00
104.18.197.19,443,0,0.00
104.18.193.130,443,0,0.00
104.18.199.25,443,0,0.00
104.18.199.28,443,0,0.00
104.18.199.29,443,0,0.00
104.18.199.27,443,0,0.00
104.18.196.246,443,0,0.00
104.18.196.247,443,0,0.00
104.18.197.8,443,0,0.00
104.18.197.13,443,0,0.00
104.18.197.11,443,0,0.00
104.18.197.10,443,0,0.00
104.18.197.6,443,0,0.00
104.18.196.250,443,0,0.00
104.18.197.88,443,0,0.00
104.18.196.251,443,0,0.00
104.18.197.9,443,0,0.00
104.18.197.24,443,0,0.00
104.18.197.3,443,0,0.00
104.18.197.12,443,0,0.00
104.18.197.14,443,0,0.00
104.18.197.21,443,0,0.00
104.18.197.20,443,0,0.00
104.18.197.25,443,0,0.00
104.18.197.22,443,0,0.00
104.18.197.16,443,0,0.00
104.18.196.253,443,0,0.00
104.18.188.71,443,0,0.00
104.18.184.39,443,0,0.00
104.18.180.50,443,0,0.00
104.18.180.42,443,0,0.00
104.18.180.51,443,0,0.00
104.18.180.48,443,0,0.00
104.18.180.45,443,0,0.00
104.18.178.137,443,0,0.00
104.18.178.145,443,0,0.00
104.18.178.139,443,0,0.00
104.18.178.130,443,0,0.00
104.18.178.150,443,0,0.00
104.18.178.135,443,0,0.00
104.18.178.128,443,0,0.00
104.18.179.13,443,0,0.00
104.18.178.133,443,0,0.00
104.18.178.142,443,0,0.00
104.18.178.132,443,0,0.00
104.18.178.147,443,0,0.00
104.18.178.127,443,0,0.00
104.18.178.134,443,0,0.00
104.18.178.144,443,0,0.00
104.18.178.146,443,0,0.00
104.18.178.143,443,0,0.00
104.18.178.148,443,0,0.00
104.18.178.149,443,0,0.00
104.18.178.125,443,0,0.00
104.18.178.129,443,0,0.00
104.18.178.131,443,0,0.00
104.18.175.146,443,0,0.00
104.18.175.147,443,0,0.00
104.18.175.152,443,0,0.00
104.18.175.154,443,0,0.00
104.18.175.158,443,0,0.00
104.18.175.155,443,0,0.00
104.18.175.157,443,0,0.00
104.18.175.159,443,0,0.00
104.18.175.162,443,0,0.00
104.18.173.246,443,0,0.00
104.18.173.254,443,0,0.00
104.18.174.34,443,0,0.00
104.18.174.32,443,0,0.00
104.18.174.27,443,0,0.00
104.18.173.241,443,0,0.00
104.18.174.28,443,0,0.00
104.18.174.29,443,0,0.00
104.18.174.31,443,0,0.00
104.18.174.35,443,0,0.00
104.18.174.33,443,0,0.00
104.18.173.252,443,0,0.00
104.18.174.30,443,0,0.00
104.18.174.37,443,0,0.00
104.18.166.206,443,0,0.00
104.18.153.237,443,0,0.00
104.18.154.110,443,0,0.00
104.18.153.213,443,0,0.00
104.18.153.216,443,0,0.00
104.18.153.232,443,0,0.00
104.18.153.233,443,0,0.00
104.18.155.254,443,0,0.00
104.18.144.241,443,0,0.00
104.18.144.242,443,0,0.00
104.18.144.232,443,0,0.00
104.18.144.224,443,0,0.00
104.18.144.244,443,0,0.00
104.18.144.237,443,0,0.00
104.18.144.233,443,0,0.00
104.18.144.239,443,0,0.00
104.18.145.37,443,0,0.00
104.18.145.35,443,0,0.00
104.18.144.234,443,0,0.00
104.18.144.235,443,0,0.00
104.18.145.36,443,0,0.00
104.18.142.235,443,0,0.00
104.18.132.150,443,0,0.00
104.18.132.140,443,0,0.00
104.18.128.209,443,0,0.00
104.18.140.147,443,0,0.00
104.18.135.228,443,0,0.00
104.18.135.209,443,0,0.00
104.18.136.37,443,0,0.00
104.18.135.216,443,0,0.00
104.18.135.218,443,0,0.00
104.18.135.223,443,0,0.00
104.18.135.211,443,0,0.00
104.18.135.207,443,0,0.00
104.18.121.176,443,0,0.00
104.18.117.89,443,0,0.00
104.18.109.199,443,0,0.00
104.18.116.78,443,0,0.00
104.18.115.155,443,0,0.00
104.18.116.95,443,0,0.00
104.18.116.97,443,0,0.00
104.18.116.77,443,0,0.00
104.18.116.80,443,0,0.00
104.18.116.96,443,0,0.00
104.18.116.75,443,0,0.00
104.18.116.91,443,0,0.00
104.18.116.101,443,0,0.00
104.18.116.84,443,0,0.00
104.18.116.82,443,0,0.00
104.18.115.152,443,0,0.00
104.18.115.154,443,0,0.00
104.18.115.158,443,0,0.00
104.18.115.151,443,0,0.00
104.18.115.161,443,0,0.00
104.18.115.162,443,0,0.00
104.18.115.156,443,0,0.00
104.18.115.159,443,0,0.00
104.18.115.157,443,0,0.00
104.18.115.153,443,0,0.00
104.18.115.160,443,0,0.00
104.18.115.147,443,0,0.00
104.18.115.163,443,0,0.00
104.18.98.251,443,0,0.00
104.18.98.250,443,0,0.00
104.18.99.1,443,0,0.00
104.18.107.158,443,0,0.00
104.18.104.191,443,0,0.00
104.18.104.187,443,0,0.00
104.18.104.203,443,0,0.00
104.18.103.209,443,0,0.00
104.18.98.77,443,0,0.00
104.18.98.143,443,0,0.00
104.18.98.76,443,0,0.00
104.18.98.74,443,0,0.00
104.18.98.75,443,0,0.00
104.18.81.56,443,0,0.00
104.18.81.54,443,0,0.00
104.18.81.57,443,0,0.00
104.18.81.55,443,0,0.00
104.18.81.53,443,0,0.00
104.18.90.97,443,0,0.00
104.18.90.103,443,0,0.00
104.18.90.58,443,0,0.00
104.18.90.52,443,0,0.00
104.18.90.99,443,0,0.00
104.18.90.102,443,0,0.00
104.18.90.51,443,0,0.00
104.18.90.94,443,0,0.00
104.18.90.54,443,0,0.00
104.18.90.55,443,0,0.00
104.18.89.242,443,0,0.00
104.18.89.150,443,0,0.00
104.18.84.58,443,0,0.00
104.18.84.56,443,0,0.00
104.18.84.53,443,0,0.00
104.18.84.57,443,0,0.00
104.18.89.148,443,0,0.00
104.18.84.55,443,0,0.00
104.18.78.45,443,0,0.00
104.18.75.207,443,0,0.00
104.18.91.104,443,0,0.00
104.18.68.21,443,0,0.00
104.18.68.11,443,0,0.00
104.18.68.4,443,0,0.00
104.18.68.14,443,0,0.00
104.18.68.5,443,0,0.00
104.18.68.16,443,0,0.00
104.18.67.254,443,0,0.00
104.18.68.13,443,0,0.00
104.18.68.20,443,0,0.00
104.18.68.24,443,0,0.00
104.18.68.7,443,0,0.00
104.18.68.18,443,0,0.00
104.18.68.90,443,0,0.00
104.18.68.27,443,0,0.00
104.18.68.9,443,0,0.00
104.18.68.23,443,0,0.00
104.18.68.22,443,0,0.00
104.18.68.19,443,0,0.00
104.18.68.6,443,0,0.00
104.18.68.2,443,0,0.00
104.18.68.15,443,0,0.00
104.18.68.25,443,0,0.00
104.18.68.220,443,0,0.00
104.18.67.250,443,0,0.00
104.18.67.253,443,0,0.00
104.18.68.3,443,0,0.00
104.18.67.252,443,0,0.00
104.18.68.1,443,0,0.00
104.18.68.10,443,0,0.00
104.18.67.249,443,0,0.00
